Kind,understandname,file,CountLine,CountLineBlank,CountLineCode,CountLineCodeDecl,CountLineCodeExe,CountLineComment,CountPath,CountPathLog,CountStmt,CountStmtDecl,CountStmtExe,Cyclomatic,CyclomaticModified,CyclomaticStrict,Essential,MaxNesting,RatioCommentToCode,number of parameter,"number of parameter without *args, **kargs",lineno,PAR,smell
Function,"boto.dynamodb.layer1.Layer1.query(self,table_name,hash_key_value,range_key_conditions,attributes_to_get,limit,consistent_read,scan_index_forward,exclusive_start_key,object_hook,count)",D:\thesis2\9 project\boto\boto\boto\dynamodb\layer1.py,67.0,9.0,25.0,6.0,21.0,33.0,128.0,2.0,19.0,3.0,18.0,8.0,8.0,8.0,1.0,1.0,1.32,11,11,464,3,no
Function,"boto.dynamodb2.table.Table.lookup(self,args,kwargs)",D:\thesis2\9 project\boto\boto\boto\dynamodb2\table.py,24.0,3.0,9.0,3.0,8.0,12.0,8.0,1.0,9.0,3.0,8.0,4.0,4.0,4.0,1.0,1.0,1.33,3,1,752,3,no
Function,"boto.ec2.connection.EC2Connection.authorize_security_group_egress(self,group_id,ip_protocol,from_port,to_port,src_group_id,cidr_ip,dry_run)",D:\thesis2\9 project\boto\boto\boto\ec2\connection.py,37.0,4.0,24.0,9.0,16.0,9.0,32.0,2.0,13.0,2.0,12.0,6.0,6.0,6.0,1.0,1.0,0.38,8,8,3200,3,no
Function,"boto.ec2.instance.Reservation.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\ec2\instance.py,7.0,0.0,7.0,1.0,6.0,0.0,3.0,0.0,5.0,1.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,4,4,144,4,no
Function,"boto.ec2.networkinterface.Attachment.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\ec2\networkinterface.py,20.0,0.0,20.0,1.0,19.0,0.0,9.0,1.0,12.0,1.0,11.0,9.0,9.0,9.0,1.0,2.0,0.0,4,4,58,4,no
Function,"boto.ec2.securitygroup.IPPermissionsList.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\ec2\securitygroup.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,321,4,no
Function,"boto.ec2.volumestatus.EventSet.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\ec2\volumestatus.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,79,4,no
Function,"boto.ec2.autoscale.launchconfig.Ebs.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\ec2\autoscale\launchconfig.py,5.0,0.0,5.0,1.0,4.0,0.0,3.0,0.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,4,4,45,4,no
Function,"boto.ec2.autoscale.AutoScaleConnection.detach_instances(self,name,instance_ids,decrement_capacity)",D:\thesis2\9 project\boto\boto\boto\ec2\autoscale\__init__.py,20.0,5.0,5.0,2.0,4.0,10.0,1.0,0.0,5.0,2.0,4.0,2.0,2.0,2.0,1.0,0.0,2.0,4,4,195,3,no
Function,"boto.ec2.elb.attributes.CrossZoneLoadBalancingAttribute.startElement(self,name,attrs,connection)",D:\thesis2\9 project\boto\boto\boto\ec2\elb\attributes.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,51,4,no
Function,"boto.ec2.elb.policies.LBCookieStickinessPolicy.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\ec2\elb\policies.py,5.0,0.0,5.0,1.0,4.0,0.0,3.0,0.0,4.0,1.0,3.0,3.0,3.0,3.0,1.0,1.0,0.0,4,4,56,4,no
Function,"boto.ecs.item.ResponseGroup.startElement(self,name,attrs,connection)",D:\thesis2\9 project\boto\boto\boto\ecs\item.py,10.0,0.0,10.0,2.0,9.0,0.0,3.0,0.0,9.0,2.0,8.0,3.0,3.0,3.0,1.0,1.0,0.0,4,4,58,4,no
Function,"boto.emr.emrobject.EmrObject.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\emr\emrobject.py,3.0,0.0,3.0,1.0,2.0,0.0,2.0,0.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,4,4,40,4,no
Function,"boto.fps.connection.FPSConnection.get_account_activity(self,action,response,kw)",D:\thesis2\9 project\boto\boto\boto\fps\connection.py,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,4,3,138,4,no
Function,"boto.fps.response.ComplexAmount.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\fps\response.py,4.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,4,4,95,4,no
Function,"boto.glacier.layer1.Layer1.get_job_output(self,vault_name,job_id,byte_range)",D:\thesis2\9 project\boto\boto\boto\glacier\layer1.py,81.0,11.0,12.0,5.0,11.0,58.0,2.0,0.0,8.0,5.0,7.0,2.0,2.0,2.0,1.0,1.0,4.83,4,4,661,3,no
Function,"boto.gs.bucket.Bucket.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\gs\bucket.py,7.0,0.0,7.0,3.0,6.0,0.0,3.0,0.0,5.0,3.0,4.0,3.0,3.0,3.0,1.0,1.0,0.0,4,4,66,4,no
Function,"boto.iam.connection.IAMConnection.add_user_to_group(self,group_name,user_name)",D:\thesis2\9 project\boto\boto\boto\iam\connection.py,14.0,3.0,4.0,2.0,3.0,7.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.75,3,3,210,3,no
Function,"boto.kinesis.layer1.KinesisConnection.put_record(self,stream_name,data,partition_key,explicit_hash_key,sequence_number_for_ordering,exclusive_minimum_sequence_number,b64_encode)",D:\thesis2\9 project\boto\boto\boto\kinesis\layer1.py,102.0,13.0,20.0,6.0,15.0,69.0,12.0,1.0,11.0,2.0,10.0,5.0,5.0,5.0,1.0,2.0,3.45,8,8,559,4,yes
Function,"boto.machinelearning.layer1.MachineLearningConnection.update_batch_prediction(self,batch_prediction_id,batch_prediction_name)",D:\thesis2\9 project\boto\boto\boto\machinelearning\layer1.py,23.0,4.0,8.0,3.0,6.0,11.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.38,3,3,1276,3,no
Function,"boto.mturk.connection.MTurkConnection.change_hit_type_of_hit(self,hit_id,hit_type)",D:\thesis2\9 project\boto\boto\boto\mturk\connection.py,13.0,2.0,4.0,2.0,3.0,7.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,1.75,3,3,267,3,no
Function,"boto.mturk.question.SimpleField.__init__(self,field,value)",D:\thesis2\9 project\boto\boto\boto\mturk\question.py,3.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,99,3,no
Function,"boto.mws.connection.MWSConnection.get_report(self,request,response,kw)",D:\thesis2\9 project\boto\boto\boto\mws\connection.py,4.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,4,3,498,4,no
Function,"boto.mws.connection.MWSConnection.list_matching_products(self,request,response,kw)",D:\thesis2\9 project\boto\boto\boto\mws\connection.py,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,4,3,774,4,no
Function,"boto.mws.connection.MWSConnection.get_subscription(self,request,response,kw)",D:\thesis2\9 project\boto\boto\boto\mws\connection.py,5.0,0.0,2.0,1.0,1.0,3.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.5,4,3,1025,4,no
Function,"boto.mws.response.MemberList.teardown(self,args,kw)",D:\thesis2\9 project\boto\boto\boto\mws\response.py,8.0,0.0,8.0,2.0,7.0,0.0,3.0,0.0,7.0,2.0,6.0,3.0,3.0,3.0,1.0,2.0,0.0,3,1,125,3,no
Function,"boto.pyami.config.Config.save_option(self,path,section,option,value)",D:\thesis2\9 project\boto\boto\boto\pyami\config.py,17.0,0.0,12.0,3.0,11.0,5.0,4.0,1.0,12.0,3.0,11.0,3.0,3.0,3.0,1.0,1.0,0.42,5,5,92,5,yes
Function,"boto.rds.dbsubnetgroup.DBSubnetGroup.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\rds\dbsubnetgroup.py,13.0,0.0,13.0,1.0,12.0,0.0,6.0,1.0,8.0,1.0,7.0,6.0,6.0,6.0,1.0,1.0,0.0,4,4,56,4,no
Function,"boto.rds.RDSConnection.create_dbsnapshot(self,snapshot_id,dbinstance_id)",D:\thesis2\9 project\boto\boto\boto\rds\__init__.py,17.0,3.0,4.0,2.0,3.0,10.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,2.5,3,3,1164,3,no
Function,"boto.redshift.layer1.RedshiftConnection.create_event_subscription(self,subscription_name,sns_topic_arn,source_type,source_ids,event_categories,severity,enabled)",D:\thesis2\9 project\boto\boto\boto\redshift\layer1.py,111.0,14.0,27.0,5.0,23.0,70.0,32.0,2.0,13.0,2.0,12.0,6.0,6.0,6.0,1.0,1.0,2.59,8,8,806,3,no
Function,"boto.route53.record.ResourceRecordSets.add_change(self,action,name,type,ttl,alias_hosted_zone_id,alias_dns_name,identifier,weight,region,alias_evaluate_target_health,health_check,failover)",D:\thesis2\9 project\boto\boto\boto\route53\record.py,77.0,13.0,12.0,5.0,8.0,52.0,1.0,0.0,4.0,2.0,3.0,1.0,1.0,1.0,1.0,0.0,4.33,13,13,70,4,yes
Function,"boto.s3.bucket.Bucket.validate_kwarg_names(self,kwargs,names)",D:\thesis2\9 project\boto\boto\boto\s3\bucket.py,13.0,2.0,4.0,2.0,3.0,7.0,3.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,3.0,2.0,1.75,3,3,412,3,no
Function,"boto.s3.key.Key._send_file_internal.sender(http_conn,method,path,data,headers)",D:\thesis2\9 project\boto\boto\boto\s3\key.py,119.0,14.0,89.0,14.0,88.0,16.0,11581440.0,7.0,77.0,14.0,76.0,29.0,29.0,38.0,7.0,3.0,0.18,5,5,768,5,yes
Function,"boto.s3.tagging.Tag.startElement(self,name,attrs,connection)",D:\thesis2\9 project\boto\boto\boto\s3\tagging.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,10,4,no
Function,"boto.sdb.domain.DomainMetaData.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\sdb\domain.py,17.0,0.0,17.0,2.0,16.0,0.0,8.0,1.0,10.0,2.0,9.0,8.0,8.0,8.0,1.0,1.0,0.0,4,4,299,4,no
Function,"boto.sdb.db.manager.sdbmanager.SDBConverter.encode_map(self,prop,value)",D:\thesis2\9 project\boto\boto\boto\sdb\db\manager\sdbmanager.py,15.0,0.0,15.0,6.0,13.0,0.0,11.0,1.0,15.0,6.0,13.0,6.0,6.0,6.0,3.0,2.0,0.0,3,3,110,3,no
Function,"boto.sdb.db.manager.xmlmanager.XMLManager.query(self,cls,filters,limit,order_by)",D:\thesis2\9 project\boto\boto\boto\sdb\db\manager\xmlmanager.py,20.0,3.0,17.0,6.0,15.0,0.0,16.0,1.0,15.0,6.0,13.0,5.0,5.0,5.0,3.0,1.0,0.0,5,5,344,3,no
Function,"boto.sqs.attributes.Attributes.startElement(self,name,attrs,connection)",D:\thesis2\9 project\boto\boto\boto\sqs\attributes.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,33,4,no
Function,"boto.sts.credentials.Credentials.endElement(self,name,value,connection)",D:\thesis2\9 project\boto\boto\boto\sts\credentials.py,13.0,0.0,13.0,1.0,12.0,0.0,6.0,1.0,8.0,1.0,7.0,6.0,6.0,6.0,1.0,1.0,0.0,4,4,80,4,no
Function,"boto.swf.layer1.Layer1.count_pending_decision_tasks(self,domain,task_list)",D:\thesis2\9 project\boto\boto\boto\swf\layer1.py,20.0,3.0,5.0,1.0,4.0,12.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.4,3,3,1472,3,no
Function,"boto.vpc.networkacl.PortRange.startElement(self,name,attrs,connection)",D:\thesis2\9 project\boto\boto\boto\vpc\networkacl.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,154,4,no
Function,"boto.vpc.VPCConnection.replace_route_table_assocation(self,association_id,route_table_id,dry_run)",D:\thesis2\9 project\boto\boto\boto\vpc\__init__.py,28.0,6.0,4.0,2.0,2.0,18.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,4.5,4,4,337,3,no
Function,"tests.integration.dynamodb2.test_layer1.DynamoDBv2Layer1Test.create_table(self,table_name,attributes,schema,provisioned_throughput,lsi,wait)",D:\thesis2\9 project\boto\boto\tests\integration\dynamodb2\test_layer1.py,20.0,0.0,19.0,4.0,17.0,1.0,4.0,1.0,10.0,3.0,9.0,4.0,4.0,4.0,4.0,3.0,0.05,7,7,88,5,yes
Function,"tests.unit.cloudsearch2.test_exceptions.fake_loads_value_error(content,args,kwargs)",D:\thesis2\9 project\boto\boto\tests\unit\cloudsearch2\test_exceptions.py,3.0,0.0,2.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.5,3,1,9,3,no
Function,"autogen_config.write_doc(name,title,classes,preamble)",D:\thesis2\9 project\ipython\ipython\docs\autogen_config.py,12.0,0.0,12.0,4.0,11.0,0.0,2.0,0.0,12.0,3.0,11.0,2.0,2.0,2.0,1.0,2.0,0.0,4,4,50,3,no
Function,"IPython.core.debugger.BdbQuit_IPython_excepthook(self,et,ev,tb,tb_offset)",D:\thesis2\9 project\ipython\ipython\IPython\core\debugger.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5,5,78,4,yes
Function,"IPython.core.interactiveshell.SeparateUnicode.validate(self,obj,value)",D:\thesis2\9 project\ipython\ipython\IPython\core\interactiveshell.py,4.0,0.0,4.0,1.0,3.0,0.0,2.0,0.0,5.0,1.0,4.0,2.0,2.0,2.0,1.0,1.0,0.0,3,3,138,3,no
Function,"IPython.core.magic.MagicAlias.__call__(self,args,kwargs)",D:\thesis2\9 project\ipython\ipython\IPython\core\magic.py,15.0,1.0,12.0,2.0,11.0,2.0,4.0,1.0,10.0,2.0,9.0,3.0,3.0,3.0,3.0,1.0,0.17,3,1,688,3,no
Function,"IPython.core.ultratb.TBTools.set_colors(self,args,kw)",D:\thesis2\9 project\ipython\ipython\IPython\core\ultratb.py,10.0,1.0,5.0,2.0,4.0,4.0,2.0,0.0,5.0,2.0,4.0,2.0,2.0,3.0,1.0,1.0,0.8,3,1,400,3,no
Function,"IPython.core.magics.script.ScriptMagics._run_script(self,p,cell)",D:\thesis2\9 project\ipython\ipython\IPython\core\magics\script.py,5.0,0.0,4.0,1.0,3.0,1.0,1.0,0.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,0.0,0.25,3,3,245,3,no
Function,"IPython.lib.deepreload.load_next(mod,altmod,name,buf)",D:\thesis2\9 project\ipython\ipython\IPython\lib\deepreload.py,37.0,8.0,23.0,4.0,22.0,6.0,49.0,2.0,22.0,4.0,21.0,8.0,8.0,9.0,4.0,2.0,0.26,4,4,129,4,no
Function,"IPython.lib.tests.test_display.test_existing_path_FileLinks_repr_alt_formatter.fake_formatter(dirname,fnames,included_suffixes)",D:\thesis2\9 project\ipython\ipython\IPython\lib\tests\test_display.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,141,3,no
Function,"IPython.testing.plugin.ipdoctest.IPExternalExample.__init__(self,source,want,exc_msg,lineno,indent,options)",D:\thesis2\9 project\ipython\ipython\IPython\testing\plugin\ipdoctest.py,7.0,1.0,4.0,2.0,2.0,2.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.5,7,7,333,3,no
Function,"IPython.utils.text.compute_item_matrix(items,empty,args,kwargs)",D:\thesis2\9 project\ipython\ipython\IPython\utils\text.py,57.0,9.0,4.0,3.0,3.0,44.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,11.0,4,2,649,3,no
Function,"numpy.build_utils.waf.check_type_size(conf,type_name,expected_sizes,kw)",D:\thesis2\9 project\numpy\numpy\numpy\build_utils\waf.py,46.0,5.0,41.0,6.0,40.0,0.0,13.0,1.0,31.0,6.0,30.0,6.0,6.0,6.0,4.0,3.0,0.0,4,3,221,3,no
Function,"numpy.core.code_generators.genapi.Function._format_arg(self,typename,name)",D:\thesis2\9 project\numpy\numpy\numpy\core\code_generators\genapi.py,5.0,0.0,5.0,1.0,4.0,0.0,2.0,0.0,4.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,0.0,3,3,108,3,no
Function,"test_multiarray.TestClip._clip_type(self,type_group,array_max,clip_min,clip_max,inplace,expected_min,expected_max)",D:\thesis2\9 project\numpy\numpy\numpy\core\tests\test_multiarray.py,28.0,4.0,24.0,8.0,21.0,0.0,44.0,2.0,21.0,6.0,20.0,8.0,8.0,8.0,1.0,3.0,0.0,8,8,2873,5,yes
Function,"test_regression.TestRegression.test_bool_indexing_invalid_nr_elements.ia(x,s,v)",D:\thesis2\9 project\numpy\numpy\numpy\core\tests\test_regression.py,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,794,3,no
Function,"numpy.distutils.line_endings.unix2dos_one_dir(modified_files,dir_name,file_names)",D:\thesis2\9 project\numpy\numpy\numpy\distutils\line_endings.py,6.0,0.0,6.0,3.0,5.0,0.0,3.0,0.0,6.0,3.0,5.0,3.0,3.0,3.0,1.0,2.0,0.0,3,3,63,3,no
Function,"numpy.distutils.command.build_ext.build_ext._libs_with_msvc_and_fortran(self,fcompiler,c_libraries,c_library_dirs)",D:\thesis2\9 project\numpy\numpy\numpy\distutils\command\build_ext.py,53.0,3.0,43.0,13.0,41.0,7.0,2717.0,3.0,45.0,12.0,44.0,19.0,19.0,20.0,10.0,4.0,0.16,4,4,437,4,no
Function,"numpy.f2py.crackfortran.vars2fortran(block,vars,args,tab,as_interface)",D:\thesis2\9 project\numpy\numpy\numpy\f2py\crackfortran.py,118.0,0.0,111.0,14.0,110.0,7.0,513998968.0,10.0,105.0,14.0,104.0,47.0,47.0,55.0,11.0,4.0,0.06,5,5,2658,3,no
Function,"numpy.lib.financial.mirr(values,finance_rate,reinvest_rate)",D:\thesis2\9 project\numpy\numpy\numpy\lib\financial.py,30.0,3.0,10.0,6.0,9.0,17.0,2.0,0.0,10.0,6.0,9.0,2.0,2.0,3.0,1.0,1.0,1.7,3,3,708,3,no
Function,"numpy.lib.user_array.container.__setslice__(self,i,j,value)",D:\thesis2\9 project\numpy\numpy\numpy\lib\user_array.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,4,4,47,4,no
Function,"test_linalg.TestDet.do(self,a,b)",D:\thesis2\9 project\numpy\numpy\numpy\linalg\tests\test_linalg.py,16.0,1.0,15.0,6.0,14.0,0.0,2.0,0.0,14.0,6.0,13.0,2.0,2.0,2.0,1.0,1.0,0.0,3,3,560,3,no
Function,"numpy.ma.extras.apply_along_axis(func1d,axis,arr,args,kwargs)",D:\thesis2\9 project\numpy\numpy\numpy\ma\extras.py,85.0,0.0,76.0,17.0,75.0,9.0,144.0,2.0,73.0,17.0,72.0,11.0,11.0,13.0,1.0,3.0,0.12,5,3,326,5,yes
Function,"numpy.polynomial.hermite_e.hermegrid3d(x,y,z,c)",D:\thesis2\9 project\numpy\numpy\numpy\polynomial\hermite_e.py,57.0,11.0,5.0,1.0,4.0,41.0,1.0,0.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,8.2,4,4,1116,4,no
Function,"numpy.testing.noseclasses.Unplugger.options(self,parser,env)",D:\thesis2\9 project\numpy\numpy\numpy\testing\noseclasses.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,292,3,no
Function,"nltk.collocations.TrigramCollocationFinder.__init__(self,word_fd,bigram_fd,wildcard_fd,trigram_fd)",D:\thesis2\9 project\nltk\nltk\nltk\collocations.py,8.0,0.0,4.0,3.0,3.0,4.0,1.0,0.0,4.0,3.0,3.0,1.0,1.0,1.0,1.0,0.0,1.0,5,5,178,5,yes
Function,"nltk.featstruct.Feature.read_value(self,s,position,reentrances,parser)",D:\thesis2\9 project\nltk\nltk\nltk\featstruct.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5,5,1862,5,yes
Function,"nltk.internals.Deprecated.__new__(cls,args,kwargs)",D:\thesis2\9 project\nltk\nltk\nltk\internals.py,26.0,1.0,17.0,6.0,16.0,8.0,6.0,1.0,17.0,6.0,16.0,4.0,4.0,5.0,3.0,2.0,0.47,3,1,368,3,no
Function,"nltk.tgrep._tgrep_parens_action(_s,_l,tokens)",D:\thesis2\9 project\nltk\nltk\nltk\tgrep.py,10.0,0.0,5.0,1.0,4.0,5.0,1.0,0.0,5.0,1.0,4.0,1.0,1.0,1.0,1.0,0.0,1.0,3,3,348,3,no
Function,"nltk.tree.ProbabilisticTree.__init__(self,node,children,prob_kwargs)",D:\thesis2\9 project\nltk\nltk\nltk\tree.py,3.0,0.0,3.0,1.0,2.0,0.0,1.0,0.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,4,3,1406,3,no
Function,"nltk.app.chartparser_app.ChartResultsView._color(self,treewidget,color)",D:\thesis2\9 project\nltk\nltk\nltk\app\chartparser_app.py,7.0,0.0,7.0,2.0,6.0,0.0,3.0,0.0,6.0,2.0,5.0,3.0,3.0,3.0,1.0,2.0,0.0,3,3,396,3,no
Function,"nltk.app.rdparser_app.RecursiveDescentApp._get(self,widget,treeloc)",D:\thesis2\9 project\nltk\nltk\nltk\app\rdparser_app.py,5.0,0.0,5.0,2.0,4.0,0.0,4.0,1.0,6.0,2.0,5.0,3.0,3.0,3.0,1.0,1.0,0.0,3,3,352,3,no
Function,"nltk.ccg.combinator.ForwardCombinator.combine(self,left,right)",D:\thesis2\9 project\nltk\nltk\nltk\ccg\combinator.py,3.0,0.0,3.0,2.0,2.0,0.0,2.0,0.0,3.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,0.0,3,3,59,3,no
Function,"nltk.chunk.regexp.RegexpParser._add_stage(self,rules,lhs,root_label,trace)",D:\thesis2\9 project\nltk\nltk\nltk\chunk\regexp.py,10.0,0.0,7.0,2.0,6.0,3.0,3.0,0.0,6.0,2.0,5.0,3.0,3.0,3.0,3.0,2.0,0.43,5,5,1171,5,yes
Function,"nltk.classify.tadm.write_tadm_file(train_toks,encoding,stream)",D:\thesis2\9 project\nltk\nltk\nltk\classify\tadm.py,32.0,1.0,13.0,7.0,12.0,18.0,3.0,0.0,9.0,7.0,8.0,3.0,3.0,3.0,1.0,2.0,1.38,3,3,28,3,no
Function,"nltk.corpus.reader.bracket_parse.CategorizedBracketParseCorpusReader._resolve(self,fileids,categories)",D:\thesis2\9 project\nltk\nltk\nltk\corpus\reader\bracket_parse.py,7.0,0.0,7.0,1.0,6.0,0.0,4.0,1.0,6.0,1.0,5.0,3.0,3.0,4.0,3.0,1.0,0.0,3,3,127,3,no
Function,"nltk.corpus.reader.ipipan.IPIPANCorpusView.__init__(self,filename,startpos,kwargs)",D:\thesis2\9 project\nltk\nltk\nltk\corpus\reader\ipipan.py,13.0,1.0,12.0,11.0,11.0,0.0,1.0,0.0,12.0,11.0,11.0,1.0,1.0,1.0,1.0,0.0,0.0,4,3,224,3,no
Function,"nltk.corpus.reader.semcor.SemcorSentence.__init__(self,num,items)",D:\thesis2\9 project\nltk\nltk\nltk\corpus\reader\semcor.py,3.0,0.0,3.0,2.0,2.0,0.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3,3,210,3,no
Function,"nltk.corpus.reader.wordnet.WordNetCorpusReader.res_similarity(self,synset1,synset2,ic,verbose)",D:\thesis2\9 project\nltk\nltk\nltk\corpus\reader\wordnet.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,5,5,1560,4,no
Function,"nltk.draw.table.MultiListbox.nearest(self,args,kwargs)",D:\thesis2\9 project\nltk\nltk\nltk\draw\table.py,2.0,0.0,2.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,3,1,484,3,no
Function,"nltk.draw.util.CanvasWidget.__init__(self,canvas,parent,attribs)",D:\thesis2\9 project\nltk\nltk\nltk\draw\util.py,52.0,10.0,23.0,12.0,22.0,19.0,32.0,2.0,22.0,12.0,21.0,6.0,6.0,6.0,3.0,1.0,0.83,4,3,164,3,no
Function,"nltk.draw.util.ShowText.find_dimentions(self,text,width,height)",D:\thesis2\9 project\nltk\nltk\nltk\draw\util.py,17.0,2.0,14.0,4.0,13.0,1.0,6.0,1.0,14.0,4.0,13.0,4.0,4.0,4.0,1.0,2.0,0.07,4,4,1886,4,no
Function,"nltk.metrics.agreement.AnnotationTask.Ao(self,cA,cB)",D:\thesis2\9 project\nltk\nltk\nltk\metrics\agreement.py,8.0,1.0,5.0,3.0,4.0,2.0,1.0,0.0,5.0,3.0,4.0,1.0,1.0,1.0,1.0,0.0,0.4,3,3,178,3,no
Function,"nltk.parse.chart.Chart._trees(self,edge,complete,memo,tree_class)",D:\thesis2\9 project\nltk\nltk\nltk\parse\chart.py,55.0,9.0,24.0,9.0,23.0,22.0,12.0,1.0,22.0,9.0,21.0,8.0,8.0,9.0,4.0,2.0,0.92,5,5,649,5,yes
Function,"nltk.parse.earleychart.ScannerRule.apply(self,chart,grammar,edge)",D:\thesis2\9 project\nltk\nltk\nltk\parse\earleychart.py,4.0,0.0,4.0,2.0,3.0,0.0,3.0,0.0,4.0,2.0,3.0,3.0,3.0,3.0,1.0,2.0,0.0,4,4,182,4,no
Function,"nltk.parse.nonprojectivedependencyparser.ProbabilisticNonprojectiveParser.train(self,graphs,dependency_scorer)",D:\thesis2\9 project\nltk\nltk\nltk\parse\nonprojectivedependencyparser.py,15.0,1.0,3.0,2.0,2.0,11.0,1.0,0.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,3.67,3,3,257,3,no
Function,"nltk.parse.shiftreduce.ShiftReduceParser._match_rhs(self,rhs,rightmost_stack)",D:\thesis2\9 project\nltk\nltk\nltk\parse\shiftreduce.py,27.0,1.0,10.0,2.0,9.0,16.0,8.0,1.0,14.0,2.0,13.0,8.0,8.0,8.0,8.0,3.0,1.6,3,3,122,3,no
